spark_udaf_acc/1004_PythonAccumulatorV2_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/559_RddChannel.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/55_TaskScheduler.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/561_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/564_MetricsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/568_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/569_CompletionEvent$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/573_DummyTaskScheduler.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/574_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/575_SetAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/579_AccumulatorV2.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/580_NativeBatchReader.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/581_ExceptionFailure.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/584_AccumulatorSample.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/585_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/592_Heartbeat_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/593_PythonAccumulatorV2_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/594_Heartbeat_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/596_GetReaderTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/597_BypassMergeSortShuffleWriter_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/598_AccumulatorV2_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/599_PrestoSparkStatsCollectionUtils.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/59_HoodieMergeOnReadTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/607_MetricsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/608_MetricsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/614_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/615_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/629_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/62_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/630_RddChannel.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/631_RddChannel.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/632_RddChannel.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/633_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/634_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/635_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/636_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/637_MetricsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/645_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/646_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/647_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/648_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/652_Heartbeat_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/653_Heartbeat_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/654_PythonAccumulatorV2_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/655_PythonAccumulatorV2_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/656_Heartbeat_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/657_Heartbeat_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/65_TaskSchedulerImpl.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/662_BypassMergeSortShuffleWriter_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/663_BypassMergeSortShuffleWriter_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/664_AccumulatorV2_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/665_AccumulatorV2_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/667_SparkMemory.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/669_AgeAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/670_MultiReturnParameterizedBuiltinSPInstruction.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/673_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/674_PositionAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/676_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/677_TaskMetrics$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/688_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/689_AggregatorsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/690_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/692_TaskMetricsSuite$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/696_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/697_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/698_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/699_BatchReader.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/69_Variables.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/706_MonitorStateAnalyze.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/708_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/711_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/713_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/716_AccumulatorSource.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/719_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/71_BatchReader.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/721_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/724_SparkMAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/725_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/727_SharedVariablesTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/72_AccumulatorContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/730_GetReaderTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/732_TestCleaner.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/733_CompletionEvent_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/734_CompletionEvent_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/739_SparkMemory.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/740_SparkMemory.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/741_SparkMemory.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/746_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/747_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/748_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/749_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/754_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/755_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/756_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/758_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/759_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/75_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/760_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/761_NamedAggregatorsAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/767_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/768_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/769_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/76_ExceptionFailure$.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/770_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/771_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/772_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/777_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/778_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/779_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/784_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/785_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/786_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/787_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/794_CompletionEvent_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/795_CompletionEvent_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/796_CompletionEvent_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/797_CompletionEvent_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/80_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/812_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/815_MSpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/816_EventTimeStatsAccum.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/818_MyAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/823_AverageAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/825_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/827_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/829_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/82_MyVectorAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/831_DirectTaskResult.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/837_UserVisitSessionAnalyze.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/840_StockPositionAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/84_HoodieMergeOnReadTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/850_HoodieMergeOnReadTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/851_PythonAccumulatorV2.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/853_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/855_AccumulatorSuite.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/859_MyAccumulatorV2.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/85_MonitorAndCameraStateAccumulator.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/860_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/865_GetReaderTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/869_TestTaskContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/86_BarrierTaskContext.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/870_AppStatusListener_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/871_TestHoodieClient.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/875_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/876_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/87_TaskMetricsSuite.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/881_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/882_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/883_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/884_MetricsContainerStepMapAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/889_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/88_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/890_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/891_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/892_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/893_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/89_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/904_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/905_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/906_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/907_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/908_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/909_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/90_StringAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/910_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/917_AppStatusListener_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/918_AppStatusListener_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/920_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/921_ListAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/923_AccumulableInfo.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/924_GroupByKeyExample.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/927_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/931_HoodieRealtimeTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/937_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/939_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/93_SQLMetric.java | BAD | LOC=0 | CONTROLFLOW=False | LANG=JAVA
spark_udaf_acc/944_MonitorStateAccumulator.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
spark_udaf_acc/945_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/946_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/949_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/951_ContextCleaner.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/955_QFragEngine.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/960_SpeculativeTaskSubmitted_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/964_RDDCheckpointData_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/966_PythonAccumulatorV2_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/967_DAGSchedulerEventProcessLoop_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/968_AccumulatorV2_ESTest.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/96_HoodieMergeOnReadTableCompactor.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/970_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/971_MetricsAccumulator.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/972_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/973_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/975_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/984_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/985_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/986_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/987_SpecificParquetRecordReaderBase.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/988_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/989_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/990_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/991_MultiDoFnFunction.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/992_SpeculativeTaskSubmitted_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/993_SpeculativeTaskSubmitted_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/998_RDDCheckpointData_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/999_RDDCheckpointData_ESTest_scaffolding.java | BAD | LOC=None | CONTROLFLOW=None | LANG=JAVA
spark_udaf_acc/99_DistributedRegistry.java | GOOD | LOC=0 | CONTROLFLOW=True | LANG=JAVA
