spark_udaf_agg/100_TimeUsage.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/373_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/374_UserDefinedFunctionE2ETestSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/375_UserDefinedFunctionE2ETestSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/376_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/377_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/378_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/379_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/37_stratifiedsamplingutils.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/380_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/381_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/382_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/383_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/384_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/385_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/386_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/387_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/388_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/389_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/38_UDAExample01.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/390_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/391_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/392_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/393_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/394_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/395_GroupedDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/396_GroupedDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/397_GroupedDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/398_GroupedDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/399_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/39_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/400_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/401_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/402_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/403_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/404_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/405_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/406_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/407_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/408_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/409_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/40_Datasets.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/410_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/411_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/412_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/413_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/414_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/415_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/416_add-add.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/417_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/418_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/419_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/41_Spark04_SparkSQL_JDBC.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/420_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/421_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/422_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/423_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/424_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/425_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/426_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/427_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/428_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/429_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/42_LatestEventByKey.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/430_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/431_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/432_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/433_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/438_Snips.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/43_package.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/440_AbstractCatalog.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/444_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/446_AggDistanceLocal.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/447_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/448_LatestValuesOfKeysMapUdaf.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/449_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/451_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/453_SparkSQL_Hive3.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/454_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/455_RaykarBinary.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/456_TriangulationAvgPriceAggregator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/457_linear_regression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/458_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/45_UDAF3.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/460_AverageFemaleUDAF.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/461_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/462_TransformerV2.scala | GOOD | LOC=23 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/463_SparkSql06_UDAF_Before_强类型.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/464_sumMapsIntLong.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/465_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/466_ScholixUtils.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/468_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/469_Introduction.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/470_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/472_MyAverage3.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/473_05-DE-RDD-Datasets.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/474_MyAverage.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/475_UserDefinedUntypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/478_method_aggregator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/479_ImportDatacite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/480_AverageAgg.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/482_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/483_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/484_StatusCvqUdaf.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/485_Spark03_SparkSQL_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/486_MyAverage.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/487_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/488_BenchmarkDataframe.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/489_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/48_udaf.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/490_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/492_DatasetProfileMerger.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/493_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/495_IfPositiveAverageAggregator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/496_SparkSQL_UDAF3.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/497_OrderFlowAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/498_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/49_UDFRegistration.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/4_TypeInferenceModel.scala | GOOD | LOC=21 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/501_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/502_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/504_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/505_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/506_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/507_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/508_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/509_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/50_sumMapsIntInt.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/510_add-mult.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/511_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/512_BitmapOrMergeUDAF.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/513_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/514_Spark08_SparkSql_Test2.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/515_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/516_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/51_udaf.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/521_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/522_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/523_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/524_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/526_AggDistanceLocal.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/527_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/528_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/529_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/52_Spark04_SparkSQL_JDBC.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/530_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/535_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/536_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/537_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/538_SimpleTypedAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/539_linear_regression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/53_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/540_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/541_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/542_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/543_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/544_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/54_Spark04_SparkSql_Pro.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/554_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/555_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/556_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/557_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/558_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/559_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/560_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/561_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/562_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/563_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/564_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/569_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/56_type_safe_udaf.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/570_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/571_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/572_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/573_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/574_SingletonReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/575_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/576_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/577_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/578_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/579_add-mult.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/57_SparkSQL_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/580_SQLQuerySuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/581_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/582_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/583_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/584_UDAQuerySuite.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/585_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/586_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/587_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/588_CressieRead.scala | GOOD | LOC=15 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/589_deltaUDFs.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/58_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/590_AverageMaleUDAF.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/591_ExtractColumnAggregator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/594_A_9_MyAverageByAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/595_CarsDS.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/596_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/597_LinearRegression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/59_MeasureAggregator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/5_AggregateFunctions.scala | GOOD | LOC=19 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/600_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/601_ColumnNodeToExpressionConverter.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/602_MySumDemo2.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/603_package.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/604_sumMapsLongLong.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/606_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/607_MulticlassMVAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/608_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/609_Spark03_SparkSQL_UDAF1.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/60_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/610_JsonSchemaAggregator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/611_MnmCandiesDataset.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/613_Spark05_SparkSql_UDAF3.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/615_AggRollingAvg.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/616_LossYearAgg.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/617_StringIndexer.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/618_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/619_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/61_TopByKeyAggregator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/620_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/621_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/622_typedaggregators.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/623_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/624_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/625_Spark03_SparkSQL_UDAF2.scala | BAD | LOC=4 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_agg/626_UserDefinedTypedAggregation.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/627_MimaExcludes.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/628_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/629_ReturnAggregator.scala | GOOD | LOC=10 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/630_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/631_TypedAggregateExpression.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/633_BinarySoftMVAggregator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/634_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/635_DatasetBenchmark.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/636_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/638_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/639_multiply.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/63_CustomMax2.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/640_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/641_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/642_ReplSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_agg/643_KeyValueGroupedDatasetE2ETestSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/644_DatasetAggregatorSuite.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_agg/645_OutlineFlagUDAF.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
