spark_udaf_acc/1000_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/480_RequestSecAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/481_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/482_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/483_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/484_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/487_TestHoodieParquetBloom.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/488_TestHoodieParquetBloom.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/489_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/490_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/491_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/492_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/497_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/498_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/499_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/4_ArrayAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/500_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/504_Accumulators.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/505_KuduContext.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/507_ByteSecAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/508_SparkInternalsBridge.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/509_StringAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/50_DataFrameBasedMVELEvaluator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/510_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/511_SelfDateCarInfosScala.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/512_Histogram.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/513_EventAccumulatorV2.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/514_spark04_acc_wordCount.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/518_ByteHourAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/519_AddAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/521_SimulationExecutors.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/526_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/527_ScalaniaClusterManager.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/529_HLLAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/530_LuceneCacheAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/531_Accumulators.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/533_COOAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/535_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/536_Chapter6_4_4.scala | GOOD | LOC=15 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/537_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/53_AccumulatorRDD.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/540_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/542_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/544_CacheInvalidateAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/545_IOStatisticsAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/546_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/547_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/548_Require01_3.scala | GOOD | LOC=15 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/550_Spark03_Acc_wordCount.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/551_LongMapAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/553_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/554_MapperRowCounter.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/555_GlobalStats.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/556_accumulator4.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/557_PopLBestAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/560_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/562_Spark04_Acc_WordCount.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/563_CustomerAccu.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/565_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/566_MyAccumulator.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/567_IterativeCostDistance.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/56_Spark57_RDD_BC01.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/570_ClusterPointsAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/571_VectorAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/572_Spark04_Acc_WordCount.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/576_SelfDateCarCountScala.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/577_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/578_MutableNode.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/57_IntAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/582_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/583_Spark_HotCategoryTop10_Accumulator.scala | GOOD | LOC=9 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/586_LineageAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/587_AddReqHourItem.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/588_MethodAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/589_RequestHourAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/58_SummaryAccumulator.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/590_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/591_TestExceptionCountAccumulator.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/595_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/5_LongMapAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/600_KuduContext.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/601_KuduContext.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/602_ByteSecAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/603_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/604_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/605_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/606_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/609_ByteHourAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/60_MyAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/610_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/611_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/612_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/613_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/616_CacheInvalidateAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/617_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/618_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/619_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/61_SessionAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/620_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/621_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/622_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/623_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/624_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/625_MapperRowCounter.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/626_MapperRowCounter.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/627_MapperRowCounter.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/628_MapperRowCounter.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/638_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/639_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/63_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/640_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/641_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/642_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/643_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/644_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/649_AddReqHourItem.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/64_deltaUDFs.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/650_MethodAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/651_RequestHourAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/658_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/659_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/660_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/661_TaskMetricsSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/666_SparkCounters.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/668_BuildVarIndexCmd.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/66_MapAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/671_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/672_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/675_NewAccumulators.scala | GOOD | LOC=5 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/678_FieldAccumulator.scala | BAD | LOC=3 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/679_MapDoubleAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/67_ByKeyAdditiveAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/680_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/681_AccumulatorUtils.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/682_TaskSummaryAccumulator.scala | GOOD | LOC=15 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/683_BatchJobProgressListener.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/684_Metric.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/685_accumulator.scala | BAD | LOC=3 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/686_SparkInternalsBridge.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/687_TopNMonitorCarSpeedApplication.scala | GOOD | LOC=18 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/68_NmiAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/691_CollectionAccumulatorAPISparkImpl.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/693_MapAcc.scala | GOOD | LOC=21 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/694_RingAllReduce.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/695_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/6_CacheInvalidateAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/700_Spar04_HotCategoryTop10.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/701_MacAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/702_CacheInvalidateAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/703_ExceptionCountAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/704_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/705_Spark02_Acc_Custom.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/707_ArrayAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/709_SetAccumulator.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/70_Spark03_Acc2.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/710_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/712_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/714_MapAccumulator.scala | GOOD | LOC=6 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/715_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/717_MyAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/718_JumanppToXMorph.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/720_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/722_MonitorCountAccumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/723_StripesPMI.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/726_MatrixAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/728_TestHoodieParquetBloom.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/729_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/731_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/735_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/736_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/737_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/738_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/73_Low_Level_APIs-Chapter_14_Distributed_Variables.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/742_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/743_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/744_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/745_SetAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/74_DruidQueryExecutionMetric.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/750_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/751_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/752_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/753_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/757_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/762_CacheInvalidateAccumulator.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/763_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/764_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/765_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/766_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/773_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/774_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/775_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/776_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/77_Acc_WordCount.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/780_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/781_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/782_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/783_AggregatingAccumulator.scala | GOOD | LOC=13 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/788_TestHoodieParquetBloom.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/789_TestHoodieParquetBloom.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/78_Spark04_Req1_HotCategoryTop10Analysis3.scala | GOOD | LOC=12 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/790_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/791_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/792_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/793_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/798_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/799_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/79_Demand1Function.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/7_SparkSolrAccumulator.scala | BAD | LOC=2 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/800_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/801_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/802_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/803_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/804_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/805_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/806_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/807_ExternalClusterManagerSuite.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/808_EventTimeWatermarkExec.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/809_Neo4jStreamingPartitionReaderFactory.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/810_DataFrameBasedRowEvaluator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/811_AccumulatorSample.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/813_CurrentAutoAccumulator.scala | GOOD | LOC=8 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/814_GeoSparkMetric.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/817_AccumulatorV2APISparkImpl.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/819_Spark04_Req1.scala | GOOD | LOC=19 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/81_Metric.scala | GOOD | LOC=0 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/820_URLAccumulator.scala | GOOD | LOC=7 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/821_LogAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/822_utils.scala | BAD | LOC=0 | CONTROLFLOW=False | LANG=SCALA
spark_udaf_acc/824_HdrHistogramAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/826_TaskScheduler.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/828_Spark21_Accumulator.scala | GOOD | LOC=4 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/830_AntAccumulator.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/832_WordCountAccumulator.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/833_SyncAccumulator.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/834_CustomAccu.scala | GOOD | LOC=2 | CONTROLFLOW=True | LANG=SCALA
spark_udaf_acc/835_Spark03_BC.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/836_AccumulableInfo.scala | BAD | LOC=None | CONTROLFLOW=None | LANG=SCALA
spark_udaf_acc/838_Spark04_Req1_HotCategoryTop10.scala | GOOD | LOC=3 | CONTROLFLOW=True | LANG=SCALA
